Interaction_id_system;Interaction_date;User_id_system;Product_id;TypeInt_id;Event;Location;Quantity;Product_rating
I8371;12/23/2025 16:47;U032;P045;TipInt003;Holiday Sale;Berlin, Germany;9;2.7
I8372;1/27/2026 09:07;U130;P035;TipInt005;Spring Sale;Sydney, Australia;9;2.2
I8373;12/11/2025 08:09;U081;P021;TipInt004;Regular Day;Paris, France;3;2.1
I8374;11/25/2025 20:28;U058;P033;TipInt003;Holiday Sale;Sydney, Australia;-;4.3
I8375;10/15/2025 13:11;U073;P074;TipInt006;Spring Sale;Sydney, Australia;4;2.1
I8376;12/28/2025 19:18;U051;P069;TipInt006;Regular Day;Toronto, Canada;8;3.6
I8377;12/06/2025 06:54;U038;P059;TipInt002;Holiday Sale;New York, USA;3;3.9
I8378;11/27/2025 02:24;U099;P038;TipInt003;Black Friday;Toronto, Canada;10;1.6
I8379;1/15/2026 10:21;U051;P065;TipInt002;Spring Sale;Paris, France;2;1.8
I8380;1/08/2026 08:04;U144;P033;TipInt005;Spring Sale;Berlin, Germany;8;2.1
I8381;11/24/2025 00:04;U101;P046;TipInt004;Cyber Monday;Paris, France;3;2.9
I8382;11/24/2025 01:22;U118;P018;TipInt003;Cyber Monday;Toronto, Canada;1;3.5
I8383;1/28/2026 03:00;U061;P029;TipInt002;Cyber Monday;Berlin, Germany;1;4.7
I8384;12/02/2025 07:48;U076;P083;TipInt003;Regular Day;New York, USA;1;4.5
I8385;11/16/2025 22:58;U046;P038;TipInt006;Spring Sale;Paris, France;5;1.2
I8386;12/01/2025 22:32;U081;P019;TipInt005;Black Friday;Sydney, Australia;5;4.7
I8387;12/09/2025 06:50;U113;P060;TipInt003;Holiday Sale;New York, USA;-;3.7
I8388;11/18/2025 21:18;U018;P016;TipInt003;Holiday Sale;London, UK;2;4
I8389;10/28/2025 03:27;U110;P035;TipInt005;Regular Day;Sydney, Australia;10;3.4
I8390;12/20/2025 18:49;U033;P016;TipInt002;Spring Sale;Berlin, Germany;9;3.9
I8391;9/29/2025 20:26;U079;P016;TipInt002;Black Friday;Paris, France;2;3.2
I8392;11/16/2025 11:36;U073;P030;TipInt004;Black Friday;London, UK;2;3.2
I8393;12/17/2025 20:27;U126;P060;TipInt003;Black Friday;Paris, France;5;4.7
I8394;1/08/2026 23:42;U115;P005;TipInt003;Cyber Monday;Paris, France;5;3.9
I8395;11/05/2025 14:03;U039;P072;TipInt003;Regular Day;Toronto, Canada;3;2.3
I8396;12/07/2025 02:29;U026;P038;TipInt006;Cyber Monday;London, UK;2;2.3
I8397;12/07/2025 06:35;U082;P014;TipInt002;Spring Sale;Toronto, Canada;4;4.9
I8398;10/25/2025 10:24;U066;P002;TipInt003;Regular Day;New York, USA;4;3.4
I8399;1/10/2026 00:17;U001;P025;TipInt001;Black Friday;London, UK;8;3.3
I8400;12/19/2025 02:20;U141;P017;TipInt005;Cyber Monday;Toronto, Canada;9;3.1
I8401;10/26/2025 10:30;U089;P053;TipInt004;Regular Day;Toronto, Canada;10;3.9
I8402;10/05/2025 18:43;U107;P046;TipInt006;Spring Sale;Paris, France;-;1.1
I8403;1/09/2026 10:43;U113;P065;TipInt003;Cyber Monday;New York, USA;5;4.8
I8404;10/06/2025 06:17;U090;P070;TipInt006;Regular Day;Paris, France;3;4.3
I8405;11/18/2025 17:46;U142;P040;TipInt005;Cyber Monday;Sydney, Australia;7;3.3
I8406;10/03/2025 03:27;U086;P030;TipInt003;Regular Day;New York, USA;10;3.4
I8407;11/23/2025 17:47;U108;P095;TipInt002;Black Friday;Toronto, Canada;6;2.7
I8408;10/07/2025 20:02;U024;P082;TipInt002;Spring Sale;Paris, France;8;4.5
I8409;11/01/2025 01:11;U029;P059;TipInt004;Holiday Sale;London, UK;2;2.4
I8410;12/10/2025 05:58;U059;P097;TipInt006;Cyber Monday;Toronto, Canada;4;4.9
I8411;1/21/2026 01:53;U129;P008;TipInt003;Black Friday;Sydney, Australia;10;5
I8412;1/17/2026 14:57;U101;P090;TipInt001;Holiday Sale;Paris, France;6;3.5
I8413;10/22/2025 04:50;U061;P024;TipInt006;Cyber Monday;Toronto, Canada;5;1.4
I8414;1/20/2026 10:17;U021;P070;TipInt005;Holiday Sale;London, UK;8;1.3
I8415;12/15/2025 04:28;U058;P074;TipInt006;Holiday Sale;Paris, France;6;3.9
I8416;11/03/2025 17:03;U044;P071;TipInt001;Spring Sale;Toronto, Canada;1;2.8
I8417;10/09/2025 00:27;U135;P036;TipInt005;Cyber Monday;Toronto, Canada;8;3.7
I8418;1/07/2026 17:31;U075;P039;TipInt001;Spring Sale;Paris, France;6;4.7
I8419;12/09/2025 03:25;U111;P086;TipInt002;Black Friday;London, UK;2;3.8
I8420;10/12/2025 02:12;U047;P091;TipInt003;Regular Day;Berlin, Germany;2;2.2
I8421;10/22/2025 08:38;U081;P069;TipInt005;Holiday Sale;New York, USA;9;2.2
I8422;12/07/2025 07:41;U005;P054;TipInt004;Holiday Sale;Berlin, Germany;5;4.3
I8423;11/02/2025 18:40;U065;P074;TipInt001;Regular Day;Paris, France;7;4.8
I8424;12/11/2025 18:38;U033;P087;TipInt005;Spring Sale;London, UK;7;4.8
I8425;11/14/2025 04:37;U058;P046;TipInt005;Holiday Sale;Paris, France;7;4
I8426;10/21/2025 12:09;U104;P051;TipInt001;Holiday Sale;Berlin, Germany;4;4.3
I8427;1/15/2026 05:03;U032;P062;TipInt004;Holiday Sale;Toronto, Canada;6;4.8
I8428;11/01/2025 18:28;U009;P039;TipInt002;Regular Day;Sydney, Australia;9;2.8
I8429;1/29/2026 22:58;U026;P076;TipInt003;Black Friday;London, UK;-;1.2
I8430;1/30/2026 20:59;U044;P088;TipInt002;Spring Sale;New York, USA;6;3.6
I8431;10/11/2025 15:50;U010;P076;TipInt003;Spring Sale;Toronto, Canada;9;1.4
I8432;11/26/2025 00:38;U131;P069;TipInt005;Regular Day;Sydney, Australia;7;2.9
I8433;12/17/2025 02:21;U092;P097;TipInt001;Regular Day;Sydney, Australia;2;4.5
I8434;11/18/2025 13:16;U115;P097;TipInt002;Black Friday;Paris, France;3;3.3
I8435;11/09/2025 23:08;U059;P064;TipInt005;Spring Sale;London, UK;1;4.1
I8436;11/05/2025 08:44;U105;P007;TipInt001;Regular Day;New York, USA;2;3.1
I8437;12/03/2025 22:46;U043;P014;TipInt001;Regular Day;Berlin, Germany;7;2.2
I8438;12/21/2025 05:40;U104;P041;TipInt003;Black Friday;Sydney, Australia;-;4.9
I8439;10/01/2025 15:24;U057;P049;TipInt003;Spring Sale;New York, USA;3;2
I8440;1/03/2026 11:33;U093;P053;TipInt005;Black Friday;Paris, France;6;2.9
I8441;1/15/2026 23:32;U129;P069;TipInt004;Cyber Monday;London, UK;1;3.5
I8442;1/15/2026 13:35;U062;P064;TipInt004;Holiday Sale;Sydney, Australia;5;4.7
I8443;10/14/2025 12:52;U127;P086;TipInt005;Spring Sale;Berlin, Germany;3;3.6
I8444;1/16/2026 05:30;U131;P087;TipInt003;Holiday Sale;London, UK;9;4.6
I8445;12/12/2025 09:20;U096;P094;TipInt005;Holiday Sale;Paris, France;9;4.2
I8446;1/06/2026 01:04;U088;P081;TipInt003;Spring Sale;New York, USA;10;1.4
I8447;10/25/2025 06:34;U115;P060;TipInt002;Cyber Monday;Berlin, Germany;10;4.8
I8448;11/24/2025 04:49;U043;P010;TipInt005;Spring Sale;Sydney, Australia;5;2.5
I8449;1/21/2026 20:09;U060;P077;TipInt005;Holiday Sale;London, UK;9;1.6
I8450;10/14/2025 01:17;U005;P060;TipInt005;Cyber Monday;London, UK;8;4.3
I8451;11/29/2025 09:17;U025;P056;TipInt006;Cyber Monday;Toronto, Canada;8;2.9
I8452;11/27/2025 23:48;U003;P036;TipInt002;Regular Day;London, UK;6;3.8
I8453;10/25/2025 11:38;U111;P020;TipInt004;Regular Day;New York, USA;6;3.9
I8454;1/28/2026 01:32;U134;P018;TipInt004;Holiday Sale;Toronto, Canada;4;4.1
I8455;1/03/2026 06:03;U139;P096;TipInt002;Regular Day;Sydney, Australia;5;4.3
I8456;11/29/2025 12:18;U131;P070;TipInt005;Regular Day;New York, USA;7;3.7
I8457;10/09/2025 13:05;U040;P067;TipInt001;Regular Day;Toronto, Canada;-;2.4
I8458;1/12/2026 09:00;U148;P030;TipInt004;Regular Day;Sydney, Australia;2;2.7
I8459;11/19/2025 10:46;U001;P055;TipInt003;Cyber Monday;Toronto, Canada;5;3.5
I8460;12/23/2025 21:30;U022;P076;TipInt005;Holiday Sale;Sydney, Australia;3;2.2
I8461;10/08/2025 01:29;U030;P092;TipInt006;Black Friday;Sydney, Australia;10;4.2
I8462;12/16/2025 00:22;U006;P096;TipInt001;Holiday Sale;New York, USA;10;1.9
I8463;1/16/2026 11:03;U114;P028;TipInt002;Spring Sale;Paris, France;-;3.2
I8464;9/30/2025 21:04;U066;P082;TipInt001;Holiday Sale;Toronto, Canada;5;3.7
I8465;11/14/2025 22:56;U020;P052;TipInt004;Regular Day;Sydney, Australia;8;2.1
I8466;10/26/2025 07:54;U089;P018;TipInt005;Regular Day;New York, USA;1;3.7
I8467;12/01/2025 00:13;U035;P045;TipInt001;Regular Day;Berlin, Germany;7;4.8
I8468;1/24/2026 18:19;U102;P081;TipInt006;Holiday Sale;New York, USA;3;2.7
I8469;12/04/2025 13:29;U126;P079;TipInt001;Regular Day;Berlin, Germany;4;4.2
I8470;10/19/2025 06:26;U058;P059;TipInt006;Regular Day;Berlin, Germany;4;1.1
I8471;1/18/2026 23:44;U091;P029;TipInt002;Cyber Monday;Toronto, Canada;4;3.3
I8472;1/26/2026 16:09;U031;P015;TipInt002;Holiday Sale;Paris, France;9;2.5
I8473;12/02/2025 04:03;U127;P002;TipInt002;Holiday Sale;New York, USA;4;4.1
I8474;12/17/2025 22:40;U010;P027;TipInt003;Regular Day;Paris, France;7;2.7
I8475;10/04/2025 06:54;U011;P002;TipInt004;Spring Sale;Berlin, Germany;2;4.8
I8476;1/01/2026 08:40;U005;P065;TipInt002;Spring Sale;Toronto, Canada;7;1.1
I8477;11/02/2025 21:55;U013;P098;TipInt005;Spring Sale;Sydney, Australia;1;3.8
I8478;1/17/2026 03:30;U048;P002;TipInt004;Spring Sale;Berlin, Germany;7;4.1
I8479;1/09/2026 06:49;U082;P019;TipInt002;Holiday Sale;London, UK;2;3.3
I8480;10/13/2025 18:28;U054;P080;TipInt005;Regular Day;New York, USA;5;4.9
I8481;12/20/2025 04:45;U069;P082;TipInt006;Cyber Monday;Toronto, Canada;5;4.7
I8482;10/19/2025 16:42;U124;P024;TipInt005;Holiday Sale;Paris, France;9;1.9
I8483;12/08/2025 08:42;U076;P060;TipInt003;Spring Sale;London, UK;1;2.4
I8484;1/08/2026 03:54;U018;P043;TipInt002;Black Friday;Berlin, Germany;6;1.6
I8485;1/25/2026 08:50;U066;P070;TipInt006;Black Friday;London, UK;6;3.5
I8486;10/01/2025 21:48;U146;P043;TipInt001;Regular Day;Berlin, Germany;5;4.3
I8487;12/27/2025 05:44;U128;P057;TipInt001;Spring Sale;Paris, France;-;1.5
I8488;11/02/2025 18:10;U108;P066;TipInt005;Regular Day;Berlin, Germany;3;3.9
I8489;1/29/2026 22:51;U117;P073;TipInt003;Black Friday;Sydney, Australia;6;4.1
I8490;1/01/2026 13:50;U023;P006;TipInt006;Black Friday;Berlin, Germany;4;4
I8491;12/16/2025 06:59;U043;P019;TipInt001;Cyber Monday;New York, USA;1;3.8
I8492;1/01/2026 21:57;U114;P035;TipInt006;Holiday Sale;Sydney, Australia;9;2.1
I8493;10/03/2025 18:40;U081;P075;TipInt005;Black Friday;New York, USA;3;4.2
I8494;11/25/2025 02:31;U059;P096;TipInt006;Black Friday;Paris, France;5;1.3
I8495;10/29/2025 06:27;U039;P066;TipInt005;Cyber Monday;Berlin, Germany;1;2.1
I8496;1/10/2026 22:56;U137;P019;TipInt003;Holiday Sale;Toronto, Canada;3;3.4
I8497;11/11/2025 06:34;U086;P093;TipInt005;Spring Sale;Paris, France;3;1.8
I8498;12/23/2025 22:50;U019;P090;TipInt006;Black Friday;Sydney, Australia;8;3.4
I8499;12/26/2025 23:15;U107;P043;TipInt006;Regular Day;Sydney, Australia;5;2.1
I8500;1/01/2026 03:45;U088;P035;TipInt006;Spring Sale;Toronto, Canada;2;3.2
I8501;12/02/2025 11:28;U122;P042;TipInt003;Spring Sale;Paris, France;7;3.7
I8502;12/14/2025 14:14;U016;P088;TipInt001;Cyber Monday;New York, USA;10;3
I8503;12/18/2025 11:54;U024;P028;TipInt006;Cyber Monday;Toronto, Canada;8;1.7
I8504;11/19/2025 20:56;U135;P034;TipInt003;Spring Sale;Paris, France;9;3.7
I8505;12/02/2025 11:11;U125;P039;TipInt004;Spring Sale;Toronto, Canada;5;2.9
I8506;1/10/2026 17:03;U081;P098;TipInt001;Holiday Sale;Toronto, Canada;2;3.5
I8507;12/26/2025 22:58;U145;P084;TipInt004;Spring Sale;Toronto, Canada;10;4.4
I8508;12/02/2025 03:54;U026;P084;TipInt002;Black Friday;Sydney, Australia;-;3
I8509;1/19/2026 00:25;U046;P073;TipInt004;Cyber Monday;Berlin, Germany;5;3.1
I8510;1/13/2026 07:01;U055;P060;TipInt003;Regular Day;Paris, France;1;4.5
I8511;10/26/2025 15:40;U143;P009;TipInt002;Spring Sale;Sydney, Australia;7;3.7
I8512;10/19/2025 16:45;U051;P094;TipInt003;Spring Sale;Toronto, Canada;2;3.3
I8513;12/21/2025 12:45;U026;P012;TipInt003;Black Friday;Toronto, Canada;6;1.5
I8514;1/22/2026 12:43;U124;P024;TipInt001;Black Friday;Sydney, Australia;1;4.4
I8515;1/06/2026 14:37;U066;P084;TipInt004;Holiday Sale;London, UK;2;3.4
I8516;12/23/2025 05:40;U126;P083;TipInt002;Cyber Monday;Paris, France;5;2.4
I8517;1/19/2026 06:57;U108;P073;TipInt004;Regular Day;Toronto, Canada;7;4.1
I8518;10/22/2025 22:36;U067;P070;TipInt003;Regular Day;New York, USA;2;1.5
I8519;1/08/2026 05:19;U068;P051;TipInt003;Black Friday;Sydney, Australia;8;2.6
I8520;11/26/2025 14:42;U011;P073;TipInt006;Regular Day;Berlin, Germany;8;1.5
I8521;10/31/2025 17:21;U137;P093;TipInt005;Holiday Sale;London, UK;-;1.5
I8522;1/20/2026 13:42;U040;P088;TipInt005;Black Friday;London, UK;3;1.4
I8523;12/03/2025 08:02;U120;P069;TipInt003;Holiday Sale;Sydney, Australia;5;3.8
I8524;11/12/2025 09:53;U022;P032;TipInt004;Black Friday;Paris, France;4;3.8
I8525;11/21/2025 11:14;U117;P094;TipInt001;Spring Sale;Sydney, Australia;5;1.5
I8526;12/19/2025 08:03;U061;P077;TipInt004;Spring Sale;New York, USA;10;2
I8527;1/09/2026 01:38;U051;P065;TipInt004;Spring Sale;Sydney, Australia;9;2
I8528;1/11/2026 22:19;U070;P030;TipInt004;Spring Sale;Toronto, Canada;2;2.8
I8529;10/14/2025 21:19;U124;P093;TipInt006;Regular Day;London, UK;3;2.5
I8530;12/29/2025 01:39;U040;P010;TipInt003;Cyber Monday;Toronto, Canada;6;2.7
I8531;12/14/2025 04:27;U147;P095;TipInt002;Holiday Sale;London, UK;6;1.4
I8532;11/25/2025 08:34;U047;P073;TipInt001;Spring Sale;Paris, France;3;3.4
I8533;10/10/2025 11:17;U003;P043;TipInt002;Black Friday;New York, USA;7;4.9
I8534;12/24/2025 20:26;U112;P081;TipInt002;Holiday Sale;Sydney, Australia;1;1.5
I8535;11/24/2025 14:14;U116;P014;TipInt005;Spring Sale;New York, USA;9;4
I8536;1/26/2026 15:50;U051;P074;TipInt005;Cyber Monday;Berlin, Germany;5;1.3
I8537;11/26/2025 03:32;U069;P047;TipInt001;Regular Day;New York, USA;3;2.5
I8538;10/23/2025 19:26;U077;P038;TipInt002;Regular Day;Berlin, Germany;1;1.2
I8539;11/20/2025 10:49;U080;P063;TipInt004;Spring Sale;London, UK;7;2.9
I8540;11/23/2025 07:01;U077;P094;TipInt003;Spring Sale;New York, USA;10;2.1
I8541;1/21/2026 01:58;U055;P023;TipInt005;Spring Sale;New York, USA;-;2.1
I8542;1/09/2026 00:35;U112;P008;TipInt001;Regular Day;New York, USA;3;3.1
I8543;12/11/2025 05:52;U053;P066;TipInt002;Cyber Monday;Toronto, Canada;9;2.2
I8544;11/12/2025 22:50;U060;P021;TipInt005;Spring Sale;New York, USA;5;3.2
I8545;10/11/2025 06:34;U133;P020;TipInt004;Black Friday;Toronto, Canada;5;1.6
I8546;1/11/2026 14:25;U065;P009;TipInt005;Black Friday;London, UK;3;2.7
I8547;12/04/2025 21:14;U142;P098;TipInt003;Black Friday;Sydney, Australia;3;1.7
I8548;10/03/2025 00:59;U053;P071;TipInt006;Cyber Monday;New York, USA;1;1
I8549;12/14/2025 00:17;U049;P038;TipInt005;Spring Sale;Paris, France;5;4.2
I8550;10/30/2025 15:18;U001;P081;TipInt001;Cyber Monday;Sydney, Australia;1;2.6
I8551;10/23/2025 10:40;U044;P097;TipInt003;Spring Sale;Toronto, Canada;8;4.1
I8552;11/05/2025 10:13;U005;P011;TipInt006;Cyber Monday;Toronto, Canada;6;1.5
I8553;10/03/2025 04:03;U081;P007;TipInt006;Holiday Sale;Berlin, Germany;4;1.5
I8554;12/10/2025 20:29;U026;P099;TipInt002;Black Friday;Sydney, Australia;1;2.3
I8555;1/19/2026 16:18;U007;P098;TipInt005;Cyber Monday;Toronto, Canada;10;2.7
I8556;11/01/2025 19:59;U150;P054;TipInt002;Spring Sale;Sydney, Australia;5;2
I8557;1/05/2026 16:07;U045;P053;TipInt002;Spring Sale;London, UK;3;3.7
I8558;10/02/2025 18:59;U009;P036;TipInt006;Regular Day;London, UK;6;2.5
I8559;1/26/2026 13:02;U018;P003;TipInt001;Cyber Monday;New York, USA;10;4.8
I8560;11/01/2025 18:41;U148;P080;TipInt003;Regular Day;New York, USA;1;3.6
I8561;10/04/2025 22:04;U017;P087;TipInt005;Cyber Monday;London, UK;7;4.1
I8562;12/31/2025 09:37;U074;P045;TipInt003;Holiday Sale;New York, USA;3;3.4
I8563;11/25/2025 07:16;U116;P064;TipInt001;Cyber Monday;Paris, France;1;4.1
I8564;11/09/2025 07:48;U060;P066;TipInt006;Holiday Sale;Berlin, Germany;5;3.4
I8565;1/16/2026 19:12;U119;P043;TipInt002;Cyber Monday;London, UK;7;5
I8566;1/06/2026 01:50;U124;P092;TipInt004;Spring Sale;Paris, France;10;4.6
I8567;10/01/2025 17:48;U134;P053;TipInt001;Black Friday;Paris, France;9;5
I8568;12/23/2025 04:31;U104;P066;TipInt005;Black Friday;London, UK;2;1.8
I8569;12/11/2025 04:51;U111;P084;TipInt005;Spring Sale;Toronto, Canada;5;2.3
I8570;1/17/2026 07:11;U145;P043;TipInt004;Holiday Sale;Toronto, Canada;7;3.2
I8571;10/28/2025 23:49;U072;P070;TipInt002;Cyber Monday;London, UK;10;1.7
I8572;11/28/2025 17:46;U020;P085;TipInt002;Holiday Sale;London, UK;2;2.8
I8573;12/04/2025 13:36;U026;P064;TipInt002;Spring Sale;Berlin, Germany;8;3.5
I8574;10/08/2025 20:52;U073;P054;TipInt004;Cyber Monday;Sydney, Australia;7;3.9
I8575;12/08/2025 01:17;U092;P093;TipInt004;Black Friday;Berlin, Germany;7;4.8
I8576;12/15/2025 00:50;U008;P052;TipInt001;Holiday Sale;Paris, France;4;1.9
I8577;11/23/2025 03:07;U121;P014;TipInt006;Regular Day;Toronto, Canada;-;3.3
I8578;1/12/2026 03:57;U052;P091;TipInt006;Cyber Monday;New York, USA;3;4.4
I8579;11/11/2025 21:07;U022;P070;TipInt006;Black Friday;London, UK;3;3.1
I8580;11/30/2025 02:08;U038;P027;TipInt002;Regular Day;Sydney, Australia;2;3.3
I8581;1/12/2026 23:05;U121;P012;TipInt004;Regular Day;London, UK;3;1.9
I8582;1/14/2026 12:55;U122;P079;TipInt006;Holiday Sale;Sydney, Australia;5;2.6
I8583;11/20/2025 08:02;U100;P026;TipInt003;Cyber Monday;Sydney, Australia;-;2
I8584;1/15/2026 21:56;U113;P067;TipInt001;Cyber Monday;Berlin, Germany;6;1.3
I8585;10/06/2025 03:32;U073;P087;TipInt002;Holiday Sale;Berlin, Germany;-;2.1
I8586;12/17/2025 10:00;U113;P021;TipInt004;Regular Day;Toronto, Canada;9;3.9
I8587;12/19/2025 06:59;U047;P040;TipInt001;Spring Sale;Paris, France;1;2.6
I8588;10/23/2025 22:32;U012;P058;TipInt006;Spring Sale;London, UK;1;3.4
I8589;12/22/2025 03:22;U045;P054;TipInt005;Holiday Sale;Toronto, Canada;-;3.9
I8590;12/29/2025 22:48;U099;P024;TipInt005;Regular Day;Sydney, Australia;6;1.3
I8591;1/12/2026 16:37;U039;P091;TipInt006;Spring Sale;Berlin, Germany;2;1.5
I8592;10/27/2025 08:02;U117;P014;TipInt001;Regular Day;Sydney, Australia;4;2.4
I8593;10/21/2025 18:17;U099;P042;TipInt005;Spring Sale;Berlin, Germany;10;1.8
I8594;11/28/2025 16:40;U019;P045;TipInt004;Black Friday;Sydney, Australia;6;3
I8595;10/18/2025 00:05;U095;P024;TipInt001;Black Friday;London, UK;4;4.1
I8596;10/08/2025 15:14;U100;P061;TipInt005;Holiday Sale;Sydney, Australia;-;1.7
I8597;12/10/2025 00:00;U134;P005;TipInt002;Spring Sale;Berlin, Germany;6;4.8
I8598;11/04/2025 18:29;U130;P022;TipInt004;Black Friday;Paris, France;1;3.2
I8599;11/26/2025 02:50;U033;P077;TipInt006;Black Friday;Paris, France;1;2.8
I8600;11/04/2025 09:26;U145;P090;TipInt002;Spring Sale;Sydney, Australia;9;3.1
I8601;10/05/2025 15:16;U054;P098;TipInt005;Regular Day;New York, USA;5;4
I8602;10/31/2025 05:17;U010;P030;TipInt004;Cyber Monday;Paris, France;5;5
I8603;11/21/2025 13:28;U078;P062;TipInt001;Cyber Monday;New York, USA;9;3.1
I8604;12/01/2025 18:37;U112;P034;TipInt006;Holiday Sale;Berlin, Germany;4;4.7
I8605;1/18/2026 10:13;U109;P032;TipInt001;Cyber Monday;Paris, France;7;3.1
I8606;1/03/2026 14:22;U070;P013;TipInt006;Black Friday;London, UK;7;2.2
I8607;11/12/2025 12:31;U142;P095;TipInt003;Cyber Monday;Sydney, Australia;5;2.6
I8608;11/21/2025 04:38;U002;P094;TipInt006;Black Friday;Sydney, Australia;4;1.4
I8609;12/14/2025 23:30;U085;P059;TipInt005;Holiday Sale;Berlin, Germany;9;3.3
I8610;1/09/2026 16:39;U130;P082;TipInt006;Cyber Monday;Berlin, Germany;10;1.6
I8611;10/05/2025 18:35;U077;P028;TipInt001;Black Friday;Berlin, Germany;-;3.2
I8612;12/23/2025 15:32;U120;P048;TipInt003;Black Friday;Berlin, Germany;10;2.1
I8613;12/03/2025 22:24;U028;P062;TipInt001;Spring Sale;Toronto, Canada;10;4.7
I8614;9/29/2025 14:20;U050;P021;TipInt002;Holiday Sale;London, UK;10;3.1
I8615;12/19/2025 02:28;U131;P065;TipInt004;Black Friday;Berlin, Germany;4;4.6
I8616;12/30/2025 00:06;U035;P030;TipInt006;Spring Sale;Berlin, Germany;10;1.2
I8617;10/05/2025 12:49;U055;P093;TipInt001;Spring Sale;New York, USA;10;3.1
I8618;11/25/2025 10:15;U088;P081;TipInt003;Spring Sale;Toronto, Canada;2;4.7
I8619;11/28/2025 17:43;U046;P097;TipInt001;Regular Day;Paris, France;7;5
I8620;12/20/2025 09:56;U024;P098;TipInt003;Holiday Sale;Sydney, Australia;2;2.3
I8621;10/28/2025 08:32;U013;P024;TipInt004;Cyber Monday;Paris, France;2;3
I8622;12/30/2025 23:04;U057;P074;TipInt001;Black Friday;Berlin, Germany;5;4.3
I8623;1/21/2026 09:12;U119;P043;TipInt005;Regular Day;Paris, France;7;3.2
I8624;12/22/2025 15:04;U025;P068;TipInt005;Cyber Monday;Sydney, Australia;6;1.4
I8625;10/25/2025 10:54;U094;P001;TipInt005;Cyber Monday;Berlin, Germany;-;4.5
I8626;11/14/2025 22:05;U056;P032;TipInt005;Cyber Monday;Sydney, Australia;5;3.6
I8627;1/04/2026 19:55;U082;P076;TipInt005;Holiday Sale;Sydney, Australia;6;2.8
I8628;11/23/2025 06:47;U107;P089;TipInt004;Holiday Sale;New York, USA;7;1.3
I8629;11/03/2025 18:10;U135;P094;TipInt001;Spring Sale;Paris, France;6;4.1
I8630;12/21/2025 23:50;U133;P015;TipInt002;Cyber Monday;Toronto, Canada;10;4.6
I8631;11/28/2025 01:55;U032;P063;TipInt002;Holiday Sale;Berlin, Germany;6;4.5
I8632;10/24/2025 06:55;U034;P046;TipInt002;Holiday Sale;Paris, France;3;2.9
I8633;10/30/2025 06:54;U012;P014;TipInt001;Black Friday;Sydney, Australia;6;3.1
I8634;12/09/2025 15:36;U023;P081;TipInt001;Holiday Sale;London, UK;6;1.3
I8635;10/28/2025 02:18;U069;P089;TipInt001;Black Friday;Toronto, Canada;3;3
I8636;10/28/2025 19:35;U042;P074;TipInt001;Black Friday;Paris, France;2;2.5
I8637;1/20/2026 14:27;U060;P080;TipInt006;Spring Sale;Paris, France;2;2.5
I8638;11/28/2025 01:37;U007;P050;TipInt002;Holiday Sale;London, UK;4;3.6
I8639;10/06/2025 10:50;U058;P051;TipInt006;Cyber Monday;Berlin, Germany;4;4.4
I8640;1/30/2026 14:30;U031;P042;TipInt004;Regular Day;Berlin, Germany;7;2.5
I8641;1/25/2026 11:34;U123;P066;TipInt002;Regular Day;London, UK;5;3.1
I8642;1/01/2026 17:26;U021;P051;TipInt001;Holiday Sale;Sydney, Australia;9;4
I8643;11/14/2025 05:51;U066;P086;TipInt003;Spring Sale;Berlin, Germany;-;4.1
I8644;10/15/2025 12:45;U131;P095;TipInt006;Black Friday;Berlin, Germany;6;5
I8645;12/22/2025 17:26;U092;P020;TipInt006;Black Friday;Paris, France;4;2.3
I8646;12/24/2025 12:47;U142;P086;TipInt006;Holiday Sale;Paris, France;3;2.7
I8647;1/26/2026 23:38;U048;P020;TipInt003;Holiday Sale;Berlin, Germany;7;3
I8648;12/22/2025 19:31;U048;P022;TipInt001;Spring Sale;Paris, France;10;3.9
I8649;12/28/2025 03:56;U103;P053;TipInt003;Cyber Monday;New York, USA;3;4.9
I8650;12/08/2025 14:47;U120;P051;TipInt004;Spring Sale;Sydney, Australia;8;4.2
I8651;11/04/2025 13:36;U109;P068;TipInt004;Holiday Sale;Berlin, Germany;3;2.7
I8652;12/23/2025 17:28;U095;P096;TipInt002;Regular Day;Sydney, Australia;6;3.1
I8653;11/13/2025 01:25;U051;P067;TipInt003;Spring Sale;New York, USA;-;1.7
I8654;1/15/2026 15:29;U035;P080;TipInt002;Spring Sale;Paris, France;9;4.5
I8655;10/25/2025 01:45;U116;P093;TipInt002;Regular Day;Berlin, Germany;5;2.9
I8656;12/18/2025 08:01;U076;P092;TipInt005;Spring Sale;London, UK;9;3.5
I8657;11/15/2025 08:17;U009;P010;TipInt004;Regular Day;Sydney, Australia;6;1.9
I8658;12/16/2025 07:04;U049;P051;TipInt005;Spring Sale;New York, USA;6;4.4
I8659;11/28/2025 12:58;U015;P098;TipInt003;Spring Sale;Berlin, Germany;9;1
I8660;1/24/2026 15:42;U095;P044;TipInt002;Holiday Sale;New York, USA;4;1.2
I8661;12/31/2025 11:00;U143;P068;TipInt001;Spring Sale;London, UK;7;4
I8662;11/26/2025 23:43;U068;P070;TipInt004;Regular Day;Berlin, Germany;3;1.8
I8663;11/16/2025 16:26;U044;P038;TipInt001;Regular Day;Paris, France;9;1.9
I8664;1/16/2026 17:28;U002;P077;TipInt004;Holiday Sale;Sydney, Australia;2;3
I8665;1/31/2026 11:47;U044;P072;TipInt003;Spring Sale;New York, USA;10;3.7
